id,date,hour_of_day,day_of_week,appointment
931,4/14/2021,0,3,1
932,4/14/2021,1,3,1
933,4/14/2021,2,3,1
934,4/14/2021,3,3,1
935,4/14/2021,0,3,1
936,4/14/2021,6,3,0
937,4/14/2021,1,3,1
938,4/14/2021,2,3,1
939,4/14/2021,3,3,1
940,4/14/2021,0,3,0
941,4/14/2021,2,3,1
942,4/14/2021,3,3,1
943,4/14/2021,4,3,1
944,4/14/2021,1,3,1
945,4/14/2021,7,3,1
946,4/14/2021,2,3,0
947,4/15/2021,3,4,1
948,4/15/2021,2,4,0
949,4/15/2021,3,4,1
950,4/15/2021,4,4,0
951,4/15/2021,3,4,1
952,4/15/2021,7,4,0
953,4/15/2021,0,4,1
954,4/15/2021,1,4,1
955,4/15/2021,2,4,1
956,4/15/2021,4,4,0
957,4/15/2021,3,4,1
958,4/15/2021,5,4,0
959,4/15/2021,4,4,1
960,4/15/2021,6,4,0
961,4/15/2021,7,4,0
962,4/15/2021,5,4,1
963,4/15/2021,4,4,0
964,4/15/2021,5,4,0
965,4/15/2021,4,4,0
966,4/15/2021,0,4,0
967,4/15/2021,6,4,1
968,4/15/2021,1,4,0
969,4/15/2021,2,4,0
970,4/15/2021,4,4,0
971,4/15/2021,7,4,1
972,4/15/2021,5,4,1
973,4/15/2021,5,4,0
974,4/15/2021,4,4,1
975,4/15/2021,2,4,1
976,4/15/2021,4,4,0
977,4/15/2021,3,4,1
978,4/15/2021,0,4,1
979,4/15/2021,5,4,0
980,4/15/2021,1,4,1
981,4/15/2021,2,4,1
982,4/15/2021,3,4,1
983,4/15/2021,6,4,0
984,4/15/2021,3,4,0
985,4/15/2021,0,4,1
986,4/15/2021,1,4,1
987,4/15/2021,0,4,0
988,4/15/2021,2,4,1
989,4/15/2021,1,4,0
990,4/16/2021,4,5,0
991,4/16/2021,2,5,1
992,4/16/2021,5,5,0
993,4/16/2021,6,5,0
994,4/16/2021,3,5,1
995,4/16/2021,7,5,0
996,4/16/2021,0,5,1
997,4/16/2021,1,5,1
998,4/16/2021,2,5,1
999,4/16/2021,4,5,0
1000,4/16/2021,3,5,1
1001,4/16/2021,5,5,0
1002,4/16/2021,0,5,1
1003,4/16/2021,4,5,0
1004,4/16/2021,5,5,0
1005,4/16/2021,1,5,1
1006,4/16/2021,2,5,1
1007,4/16/2021,6,5,0
1008,4/16/2021,2,5,1
1009,4/16/2021,4,5,0
1010,4/16/2021,3,5,1
1011,4/16/2021,5,5,0
1012,4/16/2021,4,5,0
1013,4/16/2021,5,5,0
1014,4/16/2021,0,5,1
1015,4/16/2021,1,5,1
1016,4/16/2021,6,5,0
1017,4/16/2021,2,5,1
1018,4/16/2021,3,5,1
1019,4/16/2021,0,5,1
1020,4/16/2021,0,5,1
1021,4/16/2021,1,5,1
1022,4/16/2021,1,5,1
1023,4/16/2021,2,5,1
1024,4/16/2021,3,5,1
1025,4/16/2021,2,5,1
1026,4/16/2021,2,5,1
1027,4/16/2021,7,5,0
1028,4/16/2021,3,5,1
1029,4/16/2021,4,5,1
1030,4/16/2021,8,5,0
1031,4/16/2021,7,5,1
1032,4/16/2021,6,5,0
1033,4/26/2021,4,5,1
1034,4/26/2021,2,5,1
1035,4/26/2021,5,5,1
1036,4/26/2021,6,5,1
1037,4/26/2021,3,5,1
1038,4/26/2021,7,5,1
1039,4/26/2021,0,5,1
1040,4/26/2021,1,5,1
1041,4/26/2021,2,5,1
1042,4/26/2021,4,5,1
1043,4/26/2021,3,5,1
1044,4/26/2021,5,5,1
1045,4/26/2021,0,5,1
1046,4/26/2021,4,5,0
1047,4/26/2021,5,5,0
1048,4/26/2021,1,5,1
1049,4/26/2021,2,5,1
1050,4/26/2021,6,5,1
1051,4/26/2021,2,5,1
1052,4/26/2021,4,5,0
1053,4/26/2021,3,5,1
1054,4/26/2021,5,5,1
1055,4/26/2021,4,5,1
1056,4/26/2021,5,5,0
1057,4/26/2021,0,5,1
1058,4/26/2021,1,5,1
1059,4/26/2021,6,5,1
1060,4/26/2021,2,5,1
1061,4/26/2021,3,5,1
1062,4/26/2021,0,5,1
1063,4/26/2021,0,5,1
1064,4/26/2021,1,5,1
1065,4/26/2021,1,5,1
1066,4/26/2021,2,5,1
1067,4/26/2021,3,5,1
1068,4/26/2021,2,5,1
1069,4/26/2021,2,5,1
1070,4/26/2021,7,5,1
1071,4/26/2021,3,5,1
1072,4/26/2021,4,5,1
1073,4/26/2021,8,5,0
1074,4/26/2021,7,5,1
1075,4/26/2021,6,5,0
1076,4/27/2021,4,5,1
1077,4/27/2021,2,5,1
1078,4/27/2021,5,5,1
1079,4/27/2021,6,5,1
1080,4/27/2021,3,5,1
1081,4/27/2021,7,5,1
1082,4/27/2021,0,5,1
1083,4/27/2021,1,5,1
1084,4/27/2021,2,5,1
1085,4/27/2021,4,5,1
1086,4/27/2021,3,5,1
1087,4/27/2021,5,5,1
1088,4/27/2021,0,5,1
1089,4/27/2021,4,5,0
1090,4/27/2021,5,5,0
1091,4/27/2021,1,5,1
1092,4/27/2021,2,5,1
1093,4/27/2021,6,5,1
1094,4/27/2021,2,5,1
1095,4/27/2021,4,5,0
1096,4/27/2021,3,5,1
1097,4/27/2021,5,5,1
1098,4/27/2021,4,5,1
1099,4/27/2021,5,5,0
1100,4/27/2021,0,5,1
1101,4/27/2021,1,5,1
1102,4/27/2021,6,5,1
1103,4/27/2021,2,5,1
1104,4/27/2021,3,5,1
1105,4/27/2021,0,5,1
1106,4/27/2021,0,5,1
1107,4/27/2021,1,5,1
1108,4/27/2021,1,5,1
1109,4/27/2021,2,5,1
1110,4/27/2021,3,5,1
1111,4/27/2021,2,5,1
1112,4/27/2021,2,5,1
1113,4/27/2021,7,5,1
1114,4/27/2021,3,5,1
1115,4/27/2021,4,5,1
1116,4/27/2021,8,5,0
1117,4/27/2021,7,5,1
1118,4/27/2021,6,5,0
